Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country,Local Start Time,Timezone,Local Start Time xTimezone,Local Start Date
xxx,2013-04-09 00:35:50,00:49:23,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 1: Pilot (Episode 1),,PC,00:47:33,Not latest view,CA (Canada),2013-04-09 00:35:50
