Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
xxx,2013-04-09 00:35:50,00:49:23,,Breaking Bad: Season 1: Pilot (Episode 1),,PC,00:47:33,Not latest view,CA (Canada)
